ID,Source,Title,Address,Phone,Email,Website,Working Hours,Description,Category
143,http://visit.kaunas.lt/en/eat-and-drink/restaurants/masalaciti/,Masalaciti,"Vilniaus g. 30, Kaunas",+370 636 58 058,masalaciti@gmail.com,,"I -VI 11:00 - 22:00
VII 14:00 - 20:00","

Masalaciti is named after the name comes from the Hindi word for spice. The love for real Indian food has made us cook what we have eaten back home in India. We serve good quality and freshly made food from our kitchen, our dishes are made in a traditional style and our food is mild to medium spicy, medium for us is just enough for you to enjoy the flavors and have a memorable dining experience at our restaurant.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/restaurants/masalaciti/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",RESTAURANTS
144,http://visit.kaunas.lt/en/eat-and-drink/bars/baras-kamerinis/,Baras Kamerinis,Kęstučio g. 74 ( Kauno Kamerinio Teatro patalpose ) Kaunas,+37069645580,,https://www.facebook.com/baraskamerinis/,,"

Kokteilių baras.


Read more
Less

",BARS
145,http://visit.kaunas.lt/en/eat-and-drink/restaurants/pilies-sodas/,Pilies Sodas,"Pilies 12, Kaunas.",+370 655 55 162,info@piliessodas.lt,http://www.piliessodas.lt/,"I - III 11:00-23:00
IV - VI 11:00 - 00:00
VII 11:00 - 23:00","

The story of Kaunas night culture begins here.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/restaurants/pilies-sodas/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",RESTAURANTS
146,http://visit.kaunas.lt/en/eat-and-drink/bars/b2o/,B2O,"Gedimino g. 30, Kaunas",+37068402200,,https://www.facebook.com/B2Obaras/,,"

B2O - nauja ir šviežia legendinio BO baro versija suaugusiems.


Read more
Less

",BARS
147,http://visit.kaunas.lt/en/eat-and-drink/restaurants/rhodos/,Rhodos,"Vilniaus g. 38, Kaunas",+370 699 49 105,kavine.graikija@inbox.lt,,"I - IV 12:00 - 21:00
V - VI 12:00 - 01:00
VII 12:00 - 20:00","

Greek food restaurant in Kaunas.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/restaurants/rhodos/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",RESTAURANTS
148,http://visit.kaunas.lt/en/eat-and-drink/bars/holas/,HOLAS,"Laisves al.84b, Kaunas",+370 696 45580,,https://www.facebook.com/hollasbar/,,"



Read more
Less

",BARS
149,http://visit.kaunas.lt/en/eat-and-drink/restaurants/grill-london-vilniaus-g/,Grill London (Vilniaus g.),"Vilniaus g. 13, Kaunas",+370 612 16 162,,http://www.grilllondon.lt/,I - VII 11:00 - 24:00,"

   London Grill - on coals grilled food restaurant.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/restaurants/grill-london-vilniaus-g/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",RESTAURANTS
150,http://visit.kaunas.lt/en/eat-and-drink/bars/genys-brewing-co/,Genys Brewing Co.,Juozapavičiaus pr. 7H  Kaunas,+370 609 37077,,http://genysbrewing.lt,,"

Nepriklausoma alaus kompanija - kuria ir dalinasi tuo, kas įdomu, itin kokybiška bei technologiškai šiuolaikiška. ""Genio"" alus toks, koks buvo kadaise ir koks tikrai bus ateityje - tikras, charakteringas ir ryškus. Tad nuo šiol gali užsisakyti bilietus skonio kelionei pirmąja klase, - “Genys” skraidina!


Read more
Less

",BARS
151,http://visit.kaunas.lt/en/eat-and-drink/restaurants/grill-london-pc-molas/,Grill London („Molas“),"K. Baršausko g. 66A, Kaunas",+370 604 00 024,,grilllondon.lt,I - VII 10:00 - 22:00,"

   London Grill - on coals grilled food restaurant.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/restaurants/grill-london-pc-molas/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",RESTAURANTS
152,http://visit.kaunas.lt/en/eat-and-drink/restaurants/rytu-azija/,Rytų Azija,"Kumelių g. 16, Kaunas",+370 646 66 776,rytuazija@gmail.com,rytuazija.lt,"I - IV 11:00 - 22:00
V - VI 11:00 - 23:00
VII 11:00 - 22:00","

Japanese and Chinese food restaurant.


Read more
Less


",RESTAURANTS
153,http://visit.kaunas.lt/en/eat-and-drink/restaurants/soya/,Soya,"Karaliaus Mindaugo pr. 49, Kaunas",+370 615 57 023,info@soya.lt,http://www.soya.lt/,"I-IV	10:00 – 22:00
V-VI 10:00 - 23:00
VII	10:00 – 22:00","

   Asian food restaurant in Kaunas.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/restaurants/soya/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",RESTAURANTS
154,http://visit.kaunas.lt/en/eat-and-drink/restaurants/bijunas/,"Chinese restaurant ""Bijūnas""",Vilniaus g. 41 Kaunas,+370 678 48 840,bijunas41@gmail.com,https://www.facebook.com/pg/bijunas/about/?ref=page_internal,I - VII - 11:00 a.m. - 10:00 p.m.,"

   


Read more
Less

",RESTAURANTS
155,http://visit.kaunas.lt/en/eat-and-drink/cafes/bocmanas-kebab-and-grill/,KENTUCKY BIG BURGER BY BOCMANAS,"Kęstučio g. 41, Kaunas",+370 673 94 673,888sudera@gmail.com,,,"

     


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/cafes/bocmanas-kebab-and-grill/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",CAFES
156,http://visit.kaunas.lt/en/eat-and-drink/restaurants/kamakura/,Kamakura,Pašilės g. 41 Kaunas, +370 630 43 325,info@kamakura.lt,http://www.kamakura.lt/,"I-V 11:30 a.m. - 8:00 p.m.
VI 11.30 a.m. - 8:00 p.m.
VII - according to orders 
","

   


Read more
Less

",RESTAURANTS
157,http://visit.kaunas.lt/en/eat-and-drink/cafes/kavine-49/,Kavinė 49,"Laisvės al. 49A, Kaunas",+370 682 87 999,,,"I - IV 10:00 - 22:00
V - 10:00 - 00:00
VI 12:00 - 00:00","

Cafe in Kaunas city center.


Read more
Less


",CAFES
158,http://visit.kaunas.lt/en/eat-and-drink/cafes/spurgine/,Spurginė (The Donut Place),"Laisvės al. 84, Kaunas",+370 37 200 355,,,"I - V 08:30 - 20:00
VI - VII 09:00 - 19:00
","

God knows who and when invented donuts; obviously the American version of the baked goodie is ruling the Western world. Almost. One of the most important spots for any foodie visiting Kaunas is Spurginė (The Donut Place), a cafe that might change the way you look at donuts forever.Visitors from other Lithuanian cities and abroad (a group of Germans wanted to buy the recipes!) flock to Spurginė for two reasons. First is the taste of the donuts, second is the authenticity of the place. ‘The Sweet Side of the 80s’ could be a perfect slogan for it – but for now it’s just a quote from one of the numerous positive reviews on Facebook.  A cafe in the very same location was opened in the 1960s – and has been opened ever since. The interior dates back to the 1980s and is a perfect example of the late Soviet groove. Take time to examine all the little details hidden in the small café that also works as a takeaway. Most of the staff members have worked there for decades and are a very important part of the vibe. They know most of the frequent customers well and can prepare the orders well before the sweet tooths open their mouths!Time to taste the donuts. There aren’t too many options – choose between the standard jam-filled donut, curd donut, a roll and a meat-filled pastry (you can order some broth to accompany the latter). A cup of coffee or cacao is optional yet recommended. Don’t underestimate the power of Lithuanian donuts – they tend to be very filling. The same recipes have been used for 40+ years, so most of the customers associate the donuts with something their grannies would definitely bake. As it’s a veteran location, the café has its perks. July is the official holiday month, for example. A good month for a diet, isn’t it? Photo: E. Virketis


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/cafes/spurgine/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",CAFES
159,http://visit.kaunas.lt/en/eat-and-drink/cafes/moksha/,Moksha,"Vasario 16-osios g. 6, KAUNAS",+370 676 71 649,kavine.moksha@gmail.com,,I - VI 11:00 - 23:00,"

Cozy Indian food cafe in Kaunas city Centre.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/cafes/moksha/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",CAFES
160,http://visit.kaunas.lt/en/eat-and-drink/restaurants/rojalis/,Rojalis,"K. Donelaičio g. 66, Kaunas",+370 686 52 666,sodelis66@gmail.com,https://www.facebook.com/RestoranasRojalis/,"I - 11:00 - 21:00
II - III 11:00 - 22:00
IV - VI 11:00 - 23:00
VII 12:00 - 21:00","

Food, music, art and history. Synthesis, rousing all human senses, connecting the most important cultural aspects. The dish plate - a picture painted by the chef. ,,Rojalis"" combines music, art and history into a mouth - watering and cozy culinary trip - if you want to travel, just go beyond the threshold of the restaurant.


Read more
Less

",RESTAURANTS
161,http://visit.kaunas.lt/en/eat-and-drink/cafes/prezo-kepyklele/,Prezo kepyklėlė (Bakery),"Laisvės al. 97, Kaunas",+370 671 58 652,info@prezo.lt,http://prezo.lt/,"I-V 8:00 a.m. – 8:00 p.m.
VI-VII 9:00 a.m. – 7:00 p.m.
","

We want everyone – young or old, sweet tooth or not – at our bakery will find something for themselves. Today we can be proud that we have a very wide range of sweet and savoury baked goods range. It is difficult to choose the most popular: every day we observe as the shelves at blazing speeds disappearing classical cinnamon buns, French Kanel, Italian cup cakes with citrus fruits, loose curd cakes, layered croissants with various fillings ... savoury pastries fans are very fond of our tease with chopped pork, as well as pride in their baking cakes, bread and baguettes. 


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/cafes/prezo-kepyklele/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",CAFES
162,http://visit.kaunas.lt/en/eat-and-drink/restaurants/restoranas-siesta/,Restaurant - Siesta,"Pakrantės g.4, Vareikonių k., Babtų sen., Kauno r.",+370 614 98 198,info@restoranassiesta.lt,http://restoranassiesta.lt/,"V-VI  11 :00 a.m. – 23:00 p.m.
VII – IV  11:00 a.m. – 22:00 p.m.","

  


Read more
Less

",RESTAURANTS
163,http://visit.kaunas.lt/en/eat-and-drink/cafes/presto/,Presto,"Laisvės alėja 90, Kaunas",+370 37 210 290,,http://www.presto.lt/,"I - V 08:00 - 21:00
VI - VII 09:00 - 21:00","

Cafe where you can buy a lot off tea types.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/cafes/presto/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",CAFES
164,http://visit.kaunas.lt/en/eat-and-drink/cafes/la-fin/,La Fin,"Laisvės al. 72, Kaunas",+370 618 44 888,info@lafin.lt,,"I - V 10:00 - 03:00
VI 11:00 - 03:00
VII 12:00 - 02:00","

La Fin - The friendly pub!


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/cafes/la-fin/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",CAFES
165,http://visit.kaunas.lt/en/eat-and-drink/cafes/kronut-industry/,Kronut Industry,"Karaliaus Mindaugo pr. 49, Kaunas",+370 652 11 839,info@kronutindustry.lt,,I - VII 8:00 - 21:00,"


Kronut Industry - good mood, great coffee and tasty donuts.



Read more
Less


",CAFES
166,http://visit.kaunas.lt/en/eat-and-drink/restaurants/metropolis/,Metropolis,"S. Daukanto g. 21, Kaunas",+370 67721744,restoranas.metropolis@gmail.com,http://restoranasmetropolis.lt/,,"

Metropolis - tai šeimyninio stiliaus restoranas bei maisto tiekimas jūsų šventėms.Pusryčiai, pietūs, vakarienė. Kasdien kitoks dienos pietų meniu.


Read more
Less

",RESTAURANTS
167,http://visit.kaunas.lt/en/eat-and-drink/restaurants/cosa-nostra/,Cosa Nostra,"Palangos g. 9, Kaunas",+37069060008,,https://www.facebook.com/cosanostrakaunas/,,"

 Itališkų patiekalų restoranas.


Read more
Less

",RESTAURANTS
